altitude_m,pressure_kpa,ambient_temp_c,air_density_kg_m3,density_ratio,cooling_mode,is_forced,theta_base,load_power_w,electrode_gap_mm,delta_t_diurnal,paschen_v_bd,t_baseline_c,t_reference_c,thermal_residual_c
3697.0,64.11,-4.95,0.8328,0.6798,forced,1.0,6.118,22.35,4.73,46.9,3474.7,181.22,215.34,34.125
2599.2,73.76,6.87,0.9176,0.749,forced,1.0,3.025,70.84,8.61,11.0,6766.0,276.91,334.66,57.751
4025.5,61.43,-11.35,0.8175,0.6673,forced,1.0,2.54,36.49,4.72,17.2,3333.9,116.73,145.89,29.154
4674.3,56.41,-8.57,0.7428,0.6063,forced,1.0,5.256,62.98,2.65,41.5,1843.4,485.44,656.21,170.769
4413.9,58.39,-18.16,0.7977,0.6512,forced,1.0,1.177,33.07,5.22,47.2,3491.1,36.71,49.24,12.536
4566.4,57.22,-14.21,0.7699,0.6285,forced,1.0,1.472,15.47,6.91,40.3,4407.0,18.8,24.86,6.061
4680.2,56.37,-16.94,0.7664,0.6256,forced,1.0,3.742,21.58,0.96,15.9,754.0,100.59,125.93,25.344
4971.7,54.22,-1.18,0.6945,0.567,forced,1.0,4.455,31.91,9.48,42.4,5585.9,222.65,290.35,67.702
1688.0,82.62,-4.73,1.0723,0.8754,forced,1.0,5.725,54.62,1.25,54.0,1332.1,343.11,373.99,30.884
3968.7,61.89,-7.0,0.8101,0.6613,natural,0.0,4.08,37.34,8.91,48.4,5955.8,180.33,217.73,37.401
424.5,96.33,8.94,1.1896,0.9711,forced,1.0,3.72,60.97,1.01,16.4,1254.9,241.14,245.09,3.951
2984.6,70.24,5.38,0.8786,0.7172,forced,1.0,5.815,14.87,6.38,56.5,4935.1,118.21,133.56,15.344
2980.6,70.28,-0.45,0.8978,0.7329,natural,0.0,6.336,73.89,8.6,13.9,6468.5,546.45,663.48,117.026
2656.2,73.23,4.03,0.9204,0.7513,forced,1.0,3.408,49.75,4.01,20.4,3372.2,217.18,256.59,39.41
5752.0,48.81,-23.89,0.6821,0.5568,forced,1.0,1.621,8.87,8.41,33.0,4559.3,-0.91,3.8,4.709
1826.5,81.22,8.88,1.0033,0.819,forced,1.0,1.354,39.48,3.62,51.9,3380.3,71.61,79.28,7.671
5752.6,48.8,-21.81,0.6764,0.5522,forced,1.0,3.103,29.39,0.71,44.0,510.8,124.83,169.39,44.559
5743.2,48.86,-18.4,0.6682,0.5455,forced,1.0,5.054,17.3,5.55,61.4,3142.8,123.6,160.45,36.85
1227.4,87.42,6.08,1.0907,0.8904,natural,0.0,1.256,72.84,3.04,18.3,3089.7,103.03,110.32,7.297
3099.0,69.23,1.94,0.8767,0.7157,natural,0.0,6.053,50.33,6.22,29.1,4764.7,362.09,430.98,68.887
2933.7,70.7,1.16,0.8979,0.733,forced,1.0,6.308,12.55,1.48,63.2,1343.3,102.65,114.79,12.136
4373.1,58.7,-19.08,0.8049,0.657,natural,0.0,3.627,19.18,4.32,49.8,2956.5,66.74,79.34,12.601
2545.4,74.26,2.38,0.9389,0.7664,forced,1.0,3.892,25.49,9.42,41.0,7381.8,125.1,141.23,16.126
4028.1,61.41,7.99,0.761,0.6212,forced,1.0,6.134,37.87,6.42,39.0,4395.7,347.96,440.21,92.252
4491.7,57.79,-6.93,0.7562,0.6173,forced,1.0,6.441,56.57,7.81,25.9,4969.2,529.07,700.5,171.43
1708.2,82.42,6.95,1.025,0.8368,natural,0.0,5.223,53.98,3.2,56.7,3067.8,315.18,347.05,31.865
1429.3,85.29,3.89,1.0725,0.8755,natural,0.0,3.137,20.02,3.12,22.5,3092.7,71.03,74.29,3.258
5994.7,47.21,-24.34,0.6611,0.5397,natural,0.0,1.647,26.9,1.52,56.1,964.7,35.95,51.49,15.542
1887.0,80.62,7.24,1.0016,0.8176,natural,0.0,4.502,47.93,9.92,21.4,8334.9,245.9,272.29,26.396
373.3,96.92,13.87,1.1764,0.9603,forced,1.0,1.082,60.12,6.08,28.2,6319.7,81.05,82.74,1.692
5722.1,49.01,-16.75,0.6658,0.5435,forced,1.0,4.394,8.44,4.13,39.0,2418.1,43.61,55.93,12.324
2976.3,70.32,-7.81,0.9232,0.7536,forced,1.0,4.011,34.52,8.76,56.0,6580.2,165.77,193.74,27.962
5315.5,51.78,-14.91,0.6985,0.5702,natural,0.0,3.479,38.2,1.2,35.6,846.8,161.09,210.59,49.496
2230.4,77.25,3.96,0.9711,0.7927,forced,1.0,2.911,6.33,4.01,55.1,3537.1,26.15,27.53,1.385
3236.0,68.03,0.12,0.8672,0.7079,natural,0.0,4.516,64.34,9.47,58.6,6856.3,345.46,422.12,76.666
4811.7,55.39,-12.17,0.7394,0.6036,forced,1.0,2.512,20.02,5.96,50.8,3748.3,63.16,80.23,17.065
3993.1,61.69,-8.96,0.8135,0.6641,natural,0.0,5.729,39.05,3.25,58.0,2400.7,265.59,321.35,55.754
3279.4,67.65,6.72,0.8421,0.6874,forced,1.0,5.761,30.41,5.58,14.4,4230.3,243.18,289.68,46.493
2783.0,72.06,3.92,0.9061,0.7397,forced,1.0,1.261,65.35,8.25,35.9,6373.3,108.85,131.41,22.561
314.4,97.6,21.9,1.1524,0.9408,forced,1.0,1.603,31.95,7.33,44.6,7540.3,75.68,77.3,1.613
3649.8,64.5,-7.1,0.8446,0.6895,forced,1.0,4.359,48.58,6.26,53.0,4495.2,277.98,344.95,66.964
4578.2,57.13,-16.1,0.7743,0.6321,forced,1.0,1.733,20.22,6.28,50.3,4038.5,34.5,45.13,10.636
5305.5,51.85,-18.79,0.7101,0.5797,forced,1.0,4.544,27.91,7.93,11.6,4568.7,177.41,231.85,54.434
1314.6,86.5,11.86,1.0573,0.8631,forced,1.0,4.284,57.12,2.38,32.4,2453.4,287.12,314.83,27.711
1683.1,82.67,15.92,0.9963,0.8133,forced,1.0,3.335,25.46,9.9,62.2,8511.8,116.1,126.41,10.306
5199.3,52.59,-16.62,0.7142,0.5831,forced,1.0,4.744,4.04,5.27,49.1,3202.8,12.88,17.76,4.887
4118.3,60.69,-3.26,0.7834,0.6395,forced,1.0,2.341,28.02,7.38,28.4,4935.1,90.51,112.01,21.499
387.4,96.76,18.2,1.1569,0.9444,forced,1.0,1.392,48.7,5.7,47.9,5957.8,89.14,91.86,2.714
2345.6,76.14,11.78,0.931,0.76,forced,1.0,0.916,39.01,3.62,39.9,3188.6,56.31,63.65,7.336
5386.6,51.29,-18.96,0.7029,0.5738,forced,1.0,1.15,50.33,4.81,54.0,2886.2,71.29,102.46,31.17
3827.7,63.04,4.79,0.7901,0.645,forced,1.0,3.995,64.73,5.55,62.7,3950.9,372.07,485.71,113.641
4016.1,61.51,-19.35,0.8443,0.6892,forced,1.0,6.141,30.43,7.12,46.0,4836.9,232.33,281.78,49.446
1303.9,86.61,12.84,1.055,0.8612,natural,0.0,1.077,18.68,7.59,47.5,6976.5,34.5,35.69,1.186
975.6,90.14,18.5,1.0767,0.8789,forced,1.0,6.461,17.21,0.8,59.1,970.5,141.77,148.64,6.866
3914.7,62.33,-9.76,0.8244,0.6729,forced,1.0,1.101,70.71,4.5,53.4,3238.4,97.08,128.28,31.2
5881.4,47.95,-21.7,0.6643,0.5423,forced,1.0,5.424,61.4,3.8,63.8,2200.3,521.66,745.89,224.229
3969.7,61.88,-7.96,0.8129,0.6636,forced,1.0,2.377,33.62,0.94,22.7,799.9,102.99,128.0,25.017
4525.5,57.53,-2.37,0.7402,0.6042,forced,1.0,4.137,30.3,4.86,32.4,3230.5,185.21,234.51,49.294
4389.6,58.57,-6.42,0.765,0.6245,natural,0.0,1.476,36.62,3.54,16.9,2471.3,62.0,78.0,15.999
3390.3,66.7,5.27,0.8345,0.6812,forced,1.0,4.947,64.84,9.3,57.1,6619.7,441.34,560.13,118.781
3590.7,65.0,-2.12,0.8355,0.682,natural,0.0,5.379,53.48,3.49,63.0,2677.5,346.21,424.23,78.021
4326.2,59.06,-8.0,0.776,0.6335,natural,0.0,5.266,24.51,7.12,54.3,4662.3,154.15,183.29,29.14
5409.5,51.13,-21.49,0.7077,0.5777,forced,1.0,6.472,38.32,5.69,33.0,3344.0,363.2,482.89,119.688
2033.7,79.16,-9.14,1.0446,0.8527,natural,0.0,5.232,74.6,4.56,22.2,4058.7,413.56,460.29,46.727
480.6,95.68,18.44,1.1431,0.9332,forced,1.0,3.122,15.25,6.55,10.1,6681.4,68.78,69.94,1.16
4856.7,55.06,-11.91,0.7342,0.5994,forced,1.0,4.969,19.9,7.92,31.1,4816.8,137.0,171.06,34.061
901.7,90.95,7.56,1.1287,0.9214,forced,1.0,4.599,73.81,8.98,49.6,8500.0,369.96,392.02,22.06
4462.2,58.02,-12.17,0.7744,0.6322,natural,0.0,5.802,34.52,9.78,28.5,6107.0,239.76,294.29,54.534
2535.5,74.35,-3.17,0.9594,0.7831,forced,1.0,5.855,36.09,3.72,40.9,3197.0,253.78,289.41,35.63
4167.3,60.31,-8.56,0.794,0.6482,forced,1.0,2.064,11.83,6.18,47.7,4181.9,25.99,31.87,5.883
5694.1,49.19,-18.26,0.6723,0.5488,forced,1.0,4.599,59.94,9.35,45.1,5052.1,427.26,606.38,179.124
520.8,95.22,12.06,1.1631,0.9494,forced,1.0,2.135,5.45,2.67,47.9,2968.8,24.19,24.33,0.149
4090.5,60.92,1.45,0.7728,0.6308,forced,1.0,1.023,40.71,7.58,60.2,5071.1,61.66,78.09,16.438
5390.0,51.26,-19.93,0.7052,0.5757,forced,1.0,6.289,34.65,9.74,44.8,5440.6,319.05,421.5,102.451
2876.1,71.22,-8.24,0.9366,0.7646,forced,1.0,3.744,73.3,1.66,38.5,1495.7,331.91,401.01,69.1
3764.6,63.55,-1.07,0.8137,0.6643,forced,1.0,1.911,17.57,5.42,42.0,3893.1,45.51,53.89,8.372
1110.3,88.68,5.72,1.1078,0.9043,natural,0.0,5.505,12.68,6.95,16.0,6585.6,79.11,81.14,2.039
2862.6,71.34,6.95,0.8873,0.7243,natural,0.0,0.804,73.82,3.53,55.8,2937.0,76.71,91.94,15.232
4230.1,59.81,-15.99,0.8103,0.6615,forced,1.0,6.353,37.69,2.25,51.5,1679.7,317.29,395.64,78.356
2443.0,75.22,7.42,0.9339,0.7624,forced,1.0,2.344,19.72,7.07,56.3,5758.5,64.83,71.95,7.118
1097.9,88.81,15.35,1.0724,0.8754,forced,1.0,2.746,49.03,6.41,20.3,6127.4,165.07,177.97,12.898
777.3,92.33,12.39,1.1264,0.9195,forced,1.0,3.208,46.67,9.01,26.3,8644.4,172.49,180.96,8.471
2119.3,78.32,13.08,0.9533,0.7782,forced,1.0,4.383,73.83,4.25,30.3,3779.3,408.55,484.0,75.451
2993.3,70.17,-2.29,0.9025,0.7367,natural,0.0,3.028,56.28,0.82,22.3,790.0,196.23,232.82,36.589
448.7,96.05,21.82,1.1344,0.926,natural,0.0,1.786,31.37,7.36,52.4,7452.7,80.03,81.48,1.458
2386.9,75.75,-5.19,0.9848,0.8039,natural,0.0,5.624,61.12,2.75,42.4,2479.4,378.19,430.36,52.175
5659.1,49.43,-9.49,0.6531,0.5331,forced,1.0,5.465,14.28,4.78,36.6,2775.8,119.55,152.12,32.569
1736.1,82.13,8.15,1.0172,0.8304,forced,1.0,2.35,12.74,6.0,31.4,5381.8,42.89,45.48,2.594
1907.0,80.42,14.33,0.9745,0.7955,forced,1.0,1.528,17.09,1.17,37.9,1223.0,45.68,48.58,2.904
5019.1,53.88,-16.68,0.7319,0.5974,forced,1.0,1.456,41.63,7.48,41.4,4488.0,74.84,102.41,27.567
5250.8,52.23,-12.11,0.6971,0.569,forced,1.0,2.995,24.69,3.92,63.2,2443.3,103.95,135.62,31.668
5398.5,51.2,-11.33,0.6813,0.5561,forced,1.0,1.794,62.93,5.86,22.1,3438.8,169.21,241.47,72.261
5470.4,50.71,-12.39,0.6775,0.553,forced,1.0,5.928,32.13,6.79,10.6,3895.1,293.57,389.32,95.749
628.8,93.99,13.19,1.1436,0.9335,forced,1.0,0.943,4.09,8.48,27.3,8312.1,17.27,17.29,0.015
2031.2,79.19,-4.37,1.0264,0.8378,natural,0.0,0.826,52.37,5.54,60.4,4843.8,42.9,47.32,4.422
4744.2,55.89,-23.2,0.779,0.6359,forced,1.0,1.058,55.62,8.6,35.1,5259.7,61.32,86.67,25.348
5113.9,53.2,-13.48,0.7138,0.5826,forced,1.0,2.339,44.05,3.17,59.5,2053.7,145.28,196.75,51.464
1149.1,88.26,12.41,1.0768,0.879,forced,1.0,3.827,29.17,9.8,46.9,8949.2,136.15,144.23,8.078
2398.7,75.64,-2.83,0.9748,0.7957,forced,1.0,3.543,39.1,2.22,47.7,2043.6,163.48,185.53,22.055
4677.6,56.39,4.66,0.7071,0.5772,forced,1.0,1.335,73.3,8.2,44.9,5075.9,156.58,217.64,61.066
520.4,95.23,19.75,1.1326,0.9246,forced,1.0,1.573,58.61,7.51,32.9,7537.3,117.93,123.4,5.472
2435.1,75.29,7.44,0.9348,0.7631,forced,1.0,3.131,53.07,1.34,34.6,1305.1,213.74,250.81,37.07
3909.4,62.37,-8.93,0.8223,0.6713,forced,1.0,3.179,40.02,2.34,39.8,1806.2,166.06,207.11,41.049
3979.5,61.8,-10.37,0.8193,0.6688,forced,1.0,4.783,38.36,7.33,62.3,4985.9,242.78,302.01,59.232
594.3,94.39,8.64,1.1669,0.9526,forced,1.0,3.769,41.54,2.19,31.8,2465.1,171.38,175.65,4.27
1192.4,87.8,8.61,1.0855,0.8861,forced,1.0,4.971,4.74,4.22,62.9,4154.4,34.58,35.18,0.6
114.4,99.96,15.39,1.2068,0.9852,natural,0.0,2.022,34.56,9.53,40.8,9772.2,85.79,86.2,0.414
3110.1,69.13,-3.4,0.8928,0.7288,forced,1.0,2.508,56.92,8.0,20.9,5968.1,180.47,219.73,39.256
4114.7,60.72,-8.77,0.8001,0.6532,forced,1.0,3.711,55.43,3.72,15.3,2665.9,280.42,362.11,81.689
532.1,95.09,12.6,1.1593,0.9464,forced,1.0,2.062,26.31,2.97,37.7,3261.3,69.29,71.05,1.752
5655.9,49.45,-23.01,0.6887,0.5622,natural,0.0,6.43,8.17,4.52,14.7,2640.1,47.08,56.6,9.522
372.0,96.94,14.27,1.1749,0.9591,forced,1.0,4.652,72.1,4.72,28.4,5026.8,361.02,371.73,10.713
426.0,96.31,28.08,1.1138,0.9093,forced,1.0,2.152,26.79,5.96,28.2,6176.8,90.28,93.14,2.858
4854.6,55.08,-12.96,0.7374,0.602,forced,1.0,4.838,53.92,4.49,21.8,2895.3,378.51,507.82,129.309
1901.1,80.48,9.83,0.9907,0.8087,forced,1.0,4.945,38.75,1.65,40.5,1664.7,236.94,265.77,28.832
1523.5,84.31,16.29,1.0148,0.8284,forced,1.0,4.364,50.6,9.61,52.8,8436.2,273.0,305.06,32.067
1950.6,79.98,23.34,0.9398,0.7672,forced,1.0,4.392,36.02,6.96,61.7,6004.1,218.88,248.3,29.418
5453.8,50.82,-13.0,0.6806,0.5556,natural,0.0,0.915,15.64,5.15,42.1,3046.0,6.19,9.7,3.507
5068.0,53.53,-6.31,0.6988,0.5705,forced,1.0,3.381,56.02,2.45,10.7,1640.2,290.41,399.41,108.995
2783.2,72.06,5.17,0.902,0.7363,forced,1.0,5.177,43.37,6.86,46.8,5391.1,291.95,345.12,53.168
2885.8,71.13,-5.15,0.9246,0.7548,natural,0.0,1.151,40.71,4.23,48.9,3450.9,48.78,56.48,7.699
4136.0,60.55,-0.96,0.775,0.6327,forced,1.0,4.333,22.2,2.68,54.2,1983.7,137.78,167.46,29.681
2869.9,71.28,5.54,0.891,0.7273,natural,0.0,4.508,22.53,5.52,49.1,4386.8,124.63,139.17,14.545
4325.0,59.07,-5.3,0.7683,0.6272,forced,1.0,2.671,67.82,9.83,63.7,6236.9,257.75,345.0,87.258
914.3,90.81,20.42,1.0776,0.8797,forced,1.0,5.642,17.66,5.82,13.1,5725.4,130.85,136.63,5.784
5146.3,52.97,-17.14,0.7208,0.5884,forced,1.0,2.588,9.63,4.36,56.7,2722.1,20.96,28.2,7.237
4582.2,57.1,1.27,0.7249,0.5918,natural,0.0,3.934,63.49,2.9,58.4,2023.8,325.97,435.98,110.013
253.5,98.32,26.82,1.1418,0.9321,forced,1.0,1.194,63.4,7.74,43.4,7973.9,106.9,110.99,4.087
2735.9,72.49,1.59,0.9192,0.7504,natural,0.0,1.152,16.02,5.63,42.2,4536.6,22.88,24.76,1.879
2895.1,71.05,-6.99,0.9299,0.7591,forced,1.0,3.351,50.86,9.97,24.3,7467.5,205.45,243.68,38.228
78.8,100.38,15.49,1.2115,0.989,forced,1.0,1.558,35.54,8.19,31.6,8550.7,71.35,72.03,0.685
394.0,96.68,20.16,1.1483,0.9374,forced,1.0,5.767,51.35,4.49,33.8,4795.5,331.99,344.92,12.931
3420.3,66.44,2.38,0.84,0.6857,forced,1.0,5.815,39.39,6.88,44.4,5023.1,312.09,380.0,67.91
3950.8,62.04,-2.5,0.7985,0.6518,natural,0.0,3.281,16.59,2.92,15.7,2187.2,64.89,73.98,9.086
4007.3,61.58,-2.49,0.7926,0.647,forced,1.0,2.436,65.52,8.71,18.0,5808.1,223.66,293.13,69.479
2600.3,73.75,-0.98,0.9439,0.7705,natural,0.0,5.413,57.18,1.73,39.9,1600.0,351.63,407.5,55.873
2518.2,74.51,-1.81,0.9566,0.7809,forced,1.0,2.824,29.39,4.2,50.8,3576.4,99.35,112.66,13.302
3867.3,62.71,-3.78,0.811,0.6621,forced,1.0,3.805,64.11,6.58,35.1,4580.5,335.48,433.95,98.466
5799.4,48.49,-16.66,0.6586,0.5377,forced,1.0,3.031,59.47,3.65,58.5,2145.5,279.49,401.77,122.279
5730.9,48.95,-9.51,0.6468,0.528,forced,1.0,5.653,31.8,9.98,63.4,5337.2,290.16,390.67,100.507
3322.1,67.28,4.25,0.845,0.6898,forced,1.0,3.686,47.73,0.8,21.6,747.6,241.06,296.5,55.441
3611.5,64.82,-3.03,0.836,0.6825,forced,1.0,5.091,18.82,8.58,23.1,5996.8,127.06,148.89,21.832
925.7,90.69,5.44,1.134,0.9257,forced,1.0,1.738,6.1,7.91,16.5,7555.1,16.72,16.94,0.215
1331.5,86.32,13.53,1.0489,0.8563,forced,1.0,1.724,66.02,4.4,33.8,4250.6,142.37,156.98,14.608
2419.5,75.44,-1.02,0.9657,0.7884,forced,1.0,6.103,22.14,8.59,49.7,6892.5,162.45,181.18,18.736
5582.4,49.94,-12.23,0.6669,0.5444,forced,1.0,6.014,64.74,6.3,57.7,3592.4,621.16,886.46,265.292
2210.4,77.44,7.66,0.9607,0.7843,forced,1.0,3.839,40.91,4.74,41.8,4127.4,198.4,226.07,27.668
4105.8,60.79,9.16,0.7502,0.6124,forced,1.0,3.766,26.01,6.54,12.4,4434.1,154.17,189.57,35.399
927.8,90.66,23.05,1.0663,0.8705,natural,0.0,0.843,40.74,0.86,13.9,1035.9,59.88,62.5,2.618
2164.2,77.89,3.85,0.9796,0.7996,forced,1.0,1.853,7.97,9.25,47.5,7584.7,21.5,22.49,0.987
2708.6,72.75,-0.03,0.9279,0.7575,forced,1.0,6.308,68.25,9.94,28.4,7605.9,537.65,646.77,109.121
373.7,96.91,26.16,1.128,0.9208,forced,1.0,1.07,43.93,7.62,25.5,7755.3,76.35,78.9,2.546
4843.1,55.16,-14.67,0.7434,0.6069,forced,1.0,5.248,4.06,4.18,10.3,2717.8,17.09,21.53,4.436
2561.9,74.1,3.79,0.9322,0.7609,natural,0.0,5.534,63.3,8.76,12.3,6902.1,405.37,474.87,69.5
4976.9,54.19,-16.69,0.736,0.6008,forced,1.0,4.18,39.15,3.87,21.3,2493.2,229.31,300.83,71.517
11.3,101.19,16.58,1.2167,0.9932,natural,0.0,3.883,23.04,5.24,51.1,5745.2,106.37,106.88,0.513
2595.5,73.79,8.51,0.9127,0.745,forced,1.0,2.778,70.26,1.83,30.6,1685.7,255.54,309.37,53.823
1049.2,89.34,9.83,1.0998,0.8978,forced,1.0,1.779,60.19,4.03,61.8,4056.8,126.57,135.86,9.282
1676.5,82.74,12.34,1.0096,0.8242,forced,1.0,3.941,55.47,4.59,34.6,4250.6,267.48,300.68,33.195
309.3,97.66,17.61,1.1701,0.9552,forced,1.0,6.079,30.25,4.61,38.7,4959.8,208.35,212.69,4.337
1339.7,86.23,9.06,1.0645,0.869,natural,0.0,4.185,27.65,2.64,59.9,2688.3,133.2,140.57,7.372
5206.1,52.55,-14.04,0.7065,0.5767,forced,1.0,4.703,39.8,2.41,49.9,1589.8,276.7,368.59,91.886
3768.6,63.52,5.44,0.7943,0.6484,forced,1.0,0.916,5.96,8.75,14.2,5996.5,13.17,14.04,0.868
5537.5,50.25,-14.51,0.6768,0.5525,forced,1.0,2.326,37.86,6.75,23.8,3842.2,127.06,173.99,46.93
2097.2,78.54,9.17,0.9691,0.7911,forced,1.0,6.429,57.71,7.96,54.2,6672.0,456.69,528.06,71.37
4841.3,55.17,-16.2,0.7481,0.6106,forced,1.0,4.185,15.31,0.6,13.8,486.5,78.85,98.16,19.308
226.7,98.63,15.85,1.1889,0.9705,forced,1.0,2.764,25.82,5.14,35.9,5513.5,88.95,90.01,1.058
780.4,92.29,18.42,1.1028,0.9002,forced,1.0,3.188,29.97,6.29,20.5,6233.1,122.35,127.94,5.581
3978.7,61.81,-4.5,0.8015,0.6543,forced,1.0,5.293,19.55,3.47,27.6,2546.0,140.8,168.44,27.643
4873.1,54.94,-6.92,0.7189,0.5869,forced,1.0,3.038,29.09,8.45,61.8,5096.3,128.46,165.59,37.134
2068.7,78.82,1.57,0.9995,0.8159,forced,1.0,3.191,7.64,6.79,20.2,5798.2,30.28,32.42,2.143
3438.9,66.28,-4.67,0.8601,0.7021,forced,1.0,1.7,47.67,8.96,22.3,6367.1,102.86,126.98,24.119
284.0,97.96,12.66,1.194,0.9747,forced,1.0,1.971,7.92,8.92,57.6,9037.0,28.59,28.19,-0.399
3157.6,68.71,-5.11,0.8931,0.729,forced,1.0,3.912,38.05,1.62,58.9,1418.9,186.56,222.0,35.436
1902.4,80.46,8.55,0.9951,0.8123,forced,1.0,6.415,17.41,3.84,42.7,3533.5,140.44,152.02,11.581
2926.3,70.77,6.2,0.8825,0.7204,forced,1.0,4.864,3.08,1.4,57.8,1280.4,25.65,27.05,1.399
1386.5,85.74,10.7,1.0523,0.859,forced,1.0,0.916,44.8,4.08,16.9,3948.6,57.04,61.0,3.961
1956.5,79.92,2.98,1.0083,0.8231,forced,1.0,5.344,43.17,7.65,46.3,6537.8,272.6,304.23,31.632
5098.3,53.31,-5.12,0.6929,0.5656,forced,1.0,3.924,33.33,7.33,51.9,4364.4,201.22,264.55,63.328
3900.1,62.45,-0.52,0.7979,0.6514,forced,1.0,4.332,18.48,9.6,36.7,6418.7,112.28,133.44,21.166
712.7,93.05,20.09,1.1055,0.9024,forced,1.0,3.119,42.6,9.41,30.6,9050.2,164.34,173.27,8.931
1577.3,83.76,1.93,1.0607,0.8659,forced,1.0,2.518,49.44,3.39,10.8,3277.8,141.61,154.25,12.642
3753.9,63.64,-0.42,0.8129,0.6636,natural,0.0,5.271,23.19,1.09,64.8,937.3,149.6,173.63,24.022
2389.3,75.73,6.23,0.9442,0.7708,forced,1.0,4.787,10.47,7.6,36.6,6191.6,67.94,73.01,5.076
3835.6,62.97,4.11,0.7912,0.6459,forced,1.0,2.495,29.58,6.88,48.5,4788.7,108.78,132.65,23.872
339.8,97.31,0.84,1.2373,1.01,forced,1.0,2.321,24.92,2.11,33.1,2453.9,58.2,58.13,-0.072
469.7,95.81,16.11,1.1539,0.9419,forced,1.0,1.238,17.58,2.21,31.5,2512.3,38.95,39.11,0.168
5789.6,48.56,-21.93,0.6733,0.5497,forced,1.0,1.363,4.56,4.04,41.6,2350.7,-11.89,-9.89,2.001
2355.4,76.05,9.66,0.9368,0.7647,forced,1.0,3.51,63.05,4.23,50.7,3659.6,283.97,336.38,52.403
1627.0,83.25,7.62,1.0329,0.8432,forced,1.0,6.287,49.01,9.63,36.0,8356.5,360.81,399.71,38.894
1524.4,84.3,14.46,1.0211,0.8336,forced,1.0,2.075,64.47,4.75,24.3,4456.1,169.22,189.34,20.126
3277.1,67.67,-0.18,0.8636,0.705,natural,0.0,1.498,11.2,0.58,45.2,568.0,19.8,21.76,1.955
901.7,90.95,30.41,1.0438,0.852,forced,1.0,2.76,61.89,5.14,31.2,5124.5,224.53,246.49,21.96
2813.6,71.79,-4.98,0.9325,0.7612,forced,1.0,4.086,51.82,9.15,42.6,6971.6,258.4,306.01,47.608
4269.5,59.5,-11.11,0.7911,0.6458,forced,1.0,2.746,60.12,5.1,47.3,3477.4,223.14,293.7,70.56
3776.2,63.46,-11.5,0.8449,0.6897,forced,1.0,3.509,39.69,9.18,62.4,6254.7,175.95,216.66,40.717
3727.2,63.86,-1.92,0.8203,0.6696,forced,1.0,2.719,46.49,7.09,61.5,4983.5,172.32,215.52,43.199
5313.0,51.8,-11.42,0.6894,0.5628,forced,1.0,2.337,21.4,1.58,64.9,1080.2,67.79,89.29,21.505
2913.7,70.88,-4.79,0.9201,0.7511,forced,1.0,4.054,39.16,6.95,46.9,5376.5,194.8,228.39,33.596
5977.5,47.33,-8.6,0.6232,0.5087,forced,1.0,3.437,5.76,7.55,33.7,4023.2,25.37,32.82,7.451
3287.3,67.58,2.69,0.8536,0.6968,natural,0.0,1.709,20.07,4.7,43.2,3617.6,43.77,48.92,5.147
3942.8,62.1,9.31,0.7659,0.6252,forced,1.0,4.062,55.94,6.97,45.6,4782.3,340.17,442.84,102.672
2111.9,78.4,3.6,0.9868,0.8056,natural,0.0,1.931,24.32,4.45,51.2,3939.9,55.91,60.11,4.204
1637.3,83.14,11.16,1.0188,0.8316,natural,0.0,2.663,42.22,1.16,62.8,1252.2,134.42,146.19,11.773
2680.4,73.0,-2.71,0.9404,0.7677,natural,0.0,4.323,66.99,1.13,14.0,1090.3,327.82,385.21,57.383
4202.1,60.03,-12.89,0.8036,0.656,natural,0.0,1.388,3.43,6.56,57.9,4394.4,-7.01,-6.64,0.37
3071.8,69.47,-3.52,0.8976,0.7327,natural,0.0,5.496,47.71,3.58,46.1,2909.5,302.79,355.29,52.506
745.3,92.69,10.83,1.137,0.9282,forced,1.0,2.005,66.03,6.24,37.1,6218.2,151.36,159.11,7.756
2452.2,75.13,-2.61,0.9674,0.7897,forced,1.0,2.471,19.82,8.82,45.5,7029.3,56.54,62.73,6.19
5602.3,49.81,-12.81,0.6665,0.5441,natural,0.0,2.434,57.02,2.84,15.4,1756.8,175.37,245.62,70.252
2564.6,74.08,-5.94,0.9658,0.7884,natural,0.0,1.81,46.71,6.11,23.4,4980.8,89.3,101.92,12.623
2783.9,72.06,1.46,0.9141,0.7462,forced,1.0,2.968,56.31,7.9,22.2,6125.6,212.73,254.49,41.754
3156.9,68.72,6.37,0.8565,0.6991,natural,0.0,4.544,42.0,4.76,56.2,3720.2,234.6,277.04,42.439
831.8,91.72,8.34,1.1352,0.9266,forced,1.0,3.172,60.15,8.48,25.9,8129.4,211.09,221.64,10.544
4223.7,59.86,-18.71,0.8196,0.6691,forced,1.0,2.671,47.74,2.77,48.4,2022.2,157.18,201.3,44.115
2340.6,76.19,17.83,0.9122,0.7446,forced,1.0,4.205,7.51,8.71,48.2,7039.9,57.8,61.52,3.716
1629.5,83.22,13.96,1.0098,0.8243,forced,1.0,3.418,61.16,4.59,64.4,4273.3,257.94,290.85,32.913
5852.4,48.14,-16.38,0.6532,0.5332,forced,1.0,3.808,44.7,5.25,46.1,2950.1,265.14,370.96,105.819
1871.7,80.77,6.02,1.0079,0.8228,forced,1.0,4.559,34.31,2.89,13.1,2747.5,188.86,208.51,19.652
